Precision, Recall img(b (94).png)  : 0.966145733827519, 0.7371290303772374
IOU img(b (5).png)  : 0.9512818820734483
Precision, Recall img(b (5).png)  : 0.9605844036850084, 0.9899224007691251
IOU img(b (76).png)  : 0.9506719149576293
Precision, Recall img(b (76).png)  : 0.9698570222779241, 0.9796163534198798
IOU img(b (115).png)  : 0.9486734759426994
Precision, Recall img(b (115).png)  : 0.9625236264094376, 0.9850586979722519
IOU img(b (127).png)  : 0.9524277366978644
Precision, Recall img(b (127).png)  : 0.9856057363013698, 0.9658626114315679
IOU img(a44.png)  : 0.9395878191325746
Precision, Recall img(a44.png)  : 0.9752250814124258, 0.9625638116846285
IOU img(b (79).png)  : 0.9666539875744896
Precision, Recall img(b (79).png)  : 0.9846312798656851, 0.9814624098867147
IOU img(a101.png)  : 0.9426137075554442
Precision, Recall img(a101.png)  : 0.9662214230670434, 0.9747343871469293
IOU img(a3.png)  : 0.9461964216758914
Precision, Recall img(a3.png)  : 0.9672368421052632, 0.9775265957446808
IOU img(b (122).png)  : 0.9512991383952611
Precision, Recall img(b (122).png)  : 0.9805724197745013, 0.9695732711306256
IOU img(b (146).png)  : 0.9028703925801551
Precision, Recall img(b (146).png)  : 0.9829047925769894, 0.9172745438890062
IOU img(b (32).png)  : 0.958897401924074
Precision, Recall img(b (32).png)  : 0.9814129681765252, 0.9766336633663366
IOU img(b (67).png)  : 0.948482492193382
Precision, Recall img(b (67).png)  : 0.967931681634401, 0.9792545396623128
IOU img(b (31).png)  : 0.9587749647610156
Precision, Recall img(b (31).png)  : 0.9783684829917995, 0.9795395462791524
IOU img(a102.png)  : 0.8922907488986784
Precision, Recall img(a102.png)  : 0.9876874314275265, 0.9023276534135204

spent time : 4840.317115783691


IOU all : 0.9243994492213876
Precision all : 0.9684860750713443
Recall all : 0.9531909766436734
F1 score : 0.9607776571398168


low_pass IOU all : 0.9158349727254506
low_pass Precision all : 0.9515463875487408
low_pass Recall all : 0.9605411398867442
low_pass F1 score : 0.956022607372005


median IOU all : 0.9173357656724063
median Precision all : 0.9769765960677639
median Recall all : 0.937480209607773
median F1 score : 0.9568209858255976
